SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME
PAST SALE,Townhouse,908 N Larrabee St,CHICAGO,IL,60610,590000,3.0,2.5,Near North Side,,,2005.0,219,,421.0,Sold,http://www.redfin.com/IL/Chicago/908-N-Larrabee-St-60610/home/146793182,MRED,10294263,41.8989607,-87.6432507,3.0,14 mins,"WALKING(4 MINS), BUS66(8 mins), WALKING(2 MINS)",6.0
PAST SALE,Single Family Residential,7800 N Crawford Ave,Skokie,IL,60076,277500,4.0,3.0,Skokie,1425.0,2822.0,1970.0,102,195.0,,Sold,http://www.redfin.com/IL/Skokie/7800-Crawford-Ave-60076/home/13598992,MRED,10439022,42.0227492,-87.72863790000001,5.0,1 hour 0 mins,"WALKING(5 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",10.0
PAST SALE,Townhouse,1435 S Prairie Ave Unit I,CHICAGO,IL,60605,468000,2.0,2.5,Near South Side,2043.0,,2002.0,153,229.0,413.0,Sold,http://www.redfin.com/IL/Chicago/1435-S-Prairie-Ave-60605/unit-I/home/166898849,MRED,10391997,41.86374,-87.620693,3.0,25 mins,"WALKING(6 MINS), BUS3(16 mins), WALKING(3 MINS)",9.0
PAST SALE,Townhouse,1180 S Plymouth Ct Unit 1SW,CHICAGO,IL,60605,634000,3.0,2.5,Loop,2200.0,,1985.0,174,288.0,417.0,Sold,http://www.redfin.com/IL/Chicago/1180-S-Plymouth-Ct-60605/unit-1SW/home/14091881,MRED,10383081,41.8680404,-87.62898809999999,3.0,17 mins,"WALKING(6 MINS), RED LINE(8 mins), WALKING(4 MINS)",10.0
PAST SALE,Condo/Co-op,5115 N Damen Ave Unit E,CHICAGO,IL,60625,542500,3.0,2.5,Lincoln Square,2500.0,,2003.0,178,217.0,166.0,Sold,http://www.redfin.com/IL/Chicago/5115-N-Damen-Ave-60625/unit-E/home/12613331,MRED,10370329,41.9752376,-87.6788007,4.0,33 mins,"WALKING(1 MIN), BUS92(12 mins), BUS147(12 mins), WALKING(1 MIN)",2.0
PAST SALE,Townhouse,3019 W CORNELIA Ave,Chicago,IL,60618,574000,4.0,3.5,Avondale,2904.0,1254.0,2007.0,60,198.0,229.0,Sold,http://www.redfin.com/IL/Chicago/3019-W-Cornelia-Ave-60618/home/26793050,MRED,10524671,41.9446554,-87.7035785,5.0,39 mins,"WALKING(3 MINS), BUS152(17 mins), WALKING(1 MIN), BUS146(11 mins), WALKING(1 MIN)",5.0
PAST SALE,Condo/Co-op,2235 N LAKEWOOD Ave Unit CN,CHICAGO,IL,60614,505000,3.0,3.0,Lincoln Park,1700.0,,1982.0,191,297.0,251.0,Sold,http://www.redfin.com/IL/Chicago/2235-N-Lakewood-Ave-60614/unit-CN/home/13353677,MRED,10393965,41.922768299999994,-87.6605047,3.0,23 mins,"WALKING(12 MINS), RED LINE(7 mins), WALKING(4 MINS)",16.0
MLS Listing,Townhouse,2338 W WOLFRAM St,Chicago,IL,60618,472000,3.0,2.5,Logan Square,2000.0,765.0,2004.0,3,236.0,270.0,Active,http://www.redfin.com/IL/Chicago/2338-W-Wolfram-St-60618/home/13360279,MRED,10599894,41.933248,-87.687076,5.0,47 mins,"WALKING(4 MINS), BUS49(11 mins), WALKING(1 MIN), BUS66(21 mins), WALKING(2 MINS)",7.0
PAST SALE,Townhouse,2333 W George St #2333,Chicago,IL,60618,470450,3.0,2.5,Avondale,2775.0,,2001.0,4210,170.0,160.0,Sold,http://www.redfin.com/IL/Chicago/2333-W-George-St-60618/unit-2333/home/145661162,MRED,6841553,41.9337102,-87.6868418,5.0,41 mins,"WALKING(3 MINS), BUS76(14 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Condo/Co-op,1811 W Winnemac Ave Unit B,CHICAGO,IL,60640,462000,3.0,2.0,Lincoln Square,1550.0,,1999.0,173,298.0,380.0,Sold,http://www.redfin.com/IL/Chicago/1811-W-Winnemac-Ave-60640/unit-B/home/12683970,MRED,10379078,41.972986999999996,-87.67541,4.0,35 mins,"WALKING(5 MINS), BUS92(10 mins), BUS147(12 mins), WALKING(1 MIN)",6.0
PAST SALE,Townhouse,463 SUMMIT Ave Unit A,PARK RIDGE,IL,60068,470000,3.0,3.0,Park Ridge,3000.0,12663.0,,174,157.0,167.0,Sold,http://www.redfin.com/IL/Park-Ridge/463-Summit-Ave-60068/unit-A/home/21956939,MRED,10378292,42.0055901,-87.8226515,7.0,1 hour 12 mins,"WALKING(3 MINS), BUS68(12 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",7.0
PAST SALE,Condo/Co-op,1802 W DIVERSEY Pkwy Unit C,CHICAGO,IL,60614,516000,3.0,2.0,North Center,1800.0,1650.0,1997.0,137,287.0,185.0,Sold,http://www.redfin.com/IL/Chicago/1802-W-Diversey-Pkwy-60614/unit-C/home/13358143,MRED,10430787,41.934948,-87.673736,5.0,45 mins,"WALKING(7 MINS), BUS9(13 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",10.0
PAST SALE,Townhouse,860 N ELSTON Ave #8,Chicago,IL,60642,565000,3.0,3.0,West Town,2050.0,748.0,1998.0,97,276.0,100.0,Sold,http://www.redfin.com/IL/Chicago/860-N-Elston-Ave-60642/unit-8/home/22906656,MRED,10455293,41.8981237,-87.65699570000001,3.0,18 mins,"WALKING(3 MINS), BUS66(12 mins), WALKING(2 MINS)",5.0
PAST SALE,Townhouse,2835 N Wolcott Ave Unit D,CHICAGO,IL,60657,435000,2.0,2.0,North Center,,,,167,,493.0,Sold,http://www.redfin.com/IL/Chicago/2835-N-Wolcott-Ave-60657/unit-D/home/13359191,MRED,10394602,41.9343945,-87.674293,5.0,41 mins,"WALKING(6 MINS), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",8.0
PAST SALE,Townhouse,1826 DARROW Ave Unit B,EVANSTON,IL,60201,263000,4.0,2.0,Evanston,2076.0,2535.0,1993.0,142,127.0,,Sold,http://www.redfin.com/IL/Evanston/1826-Darrow-Ave-60201/unit-B/home/13630260,MRED,10388109,42.051211,-87.697807,4.0,1 hour 9 mins,"WALKING(18 MINS), PURPLE LINE(8 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
MLS Listing,Single Family Residential,8246 Kildare Ave,Skokie,IL,60076,340000,3.0,2.0,Skokie,1648.0,5475.0,1953.0,54,206.0,,Active,http://www.redfin.com/IL/Skokie/8246-N-Kildare-Ave-60076/home/13609449,MRED,10572109,42.031237299999994,-87.7355567,4.0,1 hour 11 mins,"WALKING(17 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Townhouse,1128 W Washburne Ave,CHICAGO,IL,60608,525000,2.0,2.5,Near West Side,2000.0,2375.0,2007.0,163,263.0,82.0,Sold,http://www.redfin.com/IL/Chicago/1128-W-Washburne-Ave-60608/home/12611401,MRED,10390142,41.866364000000004,-87.65539799999999,5.0,35 mins,"WALKING(3 MINS), BUS60(18 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",7.0
PAST SALE,Townhouse,20 W 15th St Unit C,CHICAGO,IL,60605,475000,3.0,2.0,Near South Side,1482.0,820.0,1990.0,356,321.0,107.0,Sold,http://www.redfin.com/IL/Chicago/20-W-15th-St-60608/unit-C/home/14084792,MRED,10083738,41.862101,-87.62753199999999,3.0,21 mins,"WALKING(9 MINS), RED LINE(8 mins), WALKING(4 MINS)",13.0
MLS Listing,Townhouse,1445 N Cleveland Ave Unit A,Chicago,IL,60610,599999,3.0,3.0,Near North Side,2150.0,630.0,1998.0,228,279.0,190.0,Active,http://www.redfin.com/IL/Chicago/1445-N-Cleveland-Ave-60610/unit-A/home/12812770,MRED,10389140,41.908879,-87.64016590000001,5.0,22 mins,"WALKING(5 MINS), BROWN LINE(4 mins), WALKING(1 MIN), BUS66(5 mins), WALKING(2 MINS)",8.0
PAST SALE,Condo/Co-op,1351 W GEORGE St Unit C,CHICAGO,IL,60657,550000,2.0,2.5,Lake View,1750.0,,,195,314.0,167.0,Sold,http://www.redfin.com/IL/Chicago/1351-W-George-St-60657/unit-C/home/13364207,MRED,10383829,41.934168799999995,-87.66331509999999,5.0,34 mins,"WALKING(3 MINS), BUS76(7 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,1006 CENTRAL Ave,WILMETTE,IL,60091,534000,3.0,2.5,Wilmette,,1404.0,1959.0,191,,,Sold,http://www.redfin.com/IL/Wilmette/1006-Central-Ave-60091/home/13775315,MRED,10388445,42.076813,-87.703367,4.0,1 hour 12 mins,"WALKING(16 MINS), PURPLE LINE(12 mins), RED LINE(32 mins), WALKING(4 MINS)",20.0
PAST SALE,Single Family Residential,8433 Kimball Ave,SKOKIE,IL,60076,365000,3.0,2.0,Skokie,1298.0,3689.0,1962.0,143,281.0,,Sold,http://www.redfin.com/IL/Skokie/8433-Kimball-Ave-60076/home/13607072,MRED,10388595,42.034698600000006,-87.7131245,5.0,1 hour 7 mins,"WALKING(14 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Townhouse,1328 S Federal St Unit C,Chicago,IL,60605,449000,2.0,2.0,Near South Side,1500.0,,1992.0,187,299.0,399.0,Sold,http://www.redfin.com/IL/Chicago/1328-S-Federal-St-60605/unit-C/home/14084317,MRED,10164361,41.864936799999995,-87.6298684,3.0,19 mins,"WALKING(7 MINS), RED LINE(8 mins), WALKING(4 MINS)",11.0
PAST SALE,Townhouse,1236 S Federal St Unit B,Chicago,IL,60605,535000,3.0,2.0,Near South Side,1460.0,2356.0,1994.0,96,366.0,275.0,Sold,http://www.redfin.com/IL/Chicago/1236-S-Federal-St-60605/unit-B/home/14084726,MRED,10506149,41.86634,-87.63022409999999,3.0,17 mins,"WALKING(6 MINS), RED LINE(8 mins), WALKING(4 MINS)",10.0
PAST SALE,Townhouse,3267 N Washtenaw Ave,CHICAGO,IL,60618,465000,3.0,2.5,Avondale,2292.0,1134.0,2000.0,216,203.0,368.0,Sold,http://www.redfin.com/IL/Chicago/3267-N-Washtenaw-Ave-60618/home/12701665,MRED,10330142,41.941297,-87.69499990000001,5.0,37 mins,"WALKING(3 MINS), BUS77(11 mins), WALKING(2 MINS), RED LINE(10 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,3870 JARVIS Ave,SKOKIE,IL,60076,360000,3.0,3.0,Skokie,2376.0,5606.0,1955.0,157,152.0,,Sold,http://www.redfin.com/IL/Skokie/3870-Jarvis-Ave-60076/home/13601879,MRED,10383186,42.015648999999996,-87.726167,5.0,1 hour 10 mins,"WALKING(15 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",20.0
PAST SALE,Townhouse,7746 Lincoln Ave,Skokie,IL,60077,325000,2.0,2.5,Skokie,1013.0,,2005.0,67,321.0,200.0,Sold,http://www.redfin.com/IL/Skokie/7746-Lincoln-Ave-60077/home/12618114,MRED,10477205,42.0220916,-87.7527581,4.0,1 hour 6 mins,"WALKING(12 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",16.0
MLS Listing,Single Family Residential,8021 Tripp Ave,Skokie,IL,60076,379000,3.0,2.0,Skokie,1810.0,5658.0,1955.0,49,209.0,,Active,http://www.redfin.com/IL/Skokie/8021-Tripp-Ave-60076/home/13608355,MRED,10575864,42.026874400000004,-87.7339026,6.0,1 hour 11 mins,"WALKING(2 MINS), BUS97(2 mins), WALKING(2 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",8.0
PAST SALE,Townhouse,101 Concord Ct,MORTON GROVE,IL,60053,380000,3.0,2.5,Morton Grove,1752.0,,2015.0,181,217.0,230.0,Sold,http://www.redfin.com/IL/Morton-Grove/101-Concord-Dr-60053/home/144506869,MRED,10386288,42.033460600000005,-87.7824167,7.0,1 hour 9 mins,"WALKING(11 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",18.0
PAST SALE,Townhouse,5003 N Lincoln Ave #1,CHICAGO,IL,60625,530000,3.0,3.0,Lincoln Square,2261.0,,2008.0,156,234.0,290.0,Sold,http://www.redfin.com/IL/Chicago/5003-N-Lincoln-Ave-60625/unit-1/home/45511929,MRED,10391983,41.9722282,-87.68988399999999,4.0,41 mins,"WALKING(9 MINS), BROWN LINE(14 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0
PAST SALE,Townhouse,222 Vine Ave Unit A,PARK RIDGE,IL,60068,405000,3.0,2.5,Park Ridge,2940.0,,1990.0,174,138.0,350.0,Sold,http://www.redfin.com/IL/Park-Ridge/222-Vine-Ave-60068/unit-A/home/13641149,MRED,10394015,42.0077198,-87.829666,7.0,1 hour 16 mins,"WALKING(4 MINS), BUS68(14 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",8.0
PAST SALE,Townhouse,4211 W Harrington Ln,CHICAGO,IL,60646,505000,3.0,2.5,Forest Glen,2650.0,5292.0,1989.0,121,191.0,425.0,Sold,http://www.redfin.com/IL/Chicago/4211-Harrington-Ln-60646/home/13513700,MRED,10383639,41.9894346,-87.7341703,5.0,45 mins,"WALKING(2 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Townhouse,1806 W Byron St,CHICAGO,IL,60613,590000,3.0,3.0,North Center,2178.0,2178.0,1995.0,142,271.0,,Sold,http://www.redfin.com/IL/Chicago/1806-W-Byron-St-60613/home/12805789,MRED,10443160,41.9525594,-87.67456870000001,4.0,32 mins,"WALKING(4 MINS), BROWN LINE(10 mins), RED LINE(7 mins), WALKING(4 MINS)",8.0
PAST SALE,Single Family Residential,2005 WASHINGTON St,EVANSTON,IL,60202,315500,3.0,2.0,Evanston,1408.0,5676.0,1955.0,191,224.0,,Sold,http://www.redfin.com/IL/Evanston/2005-Washington-St-60202/home/13605132,MRED,10365008,42.032259,-87.7012691,5.0,1 hour 1 min,"WALKING(10 MINS), BUS97(8 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",15.0
PAST SALE,Single Family Residential,9325 Ewing Ave,EVANSTON,IL,60203,358000,3.0,2.0,Evanston,1325.0,5876.0,1957.0,166,270.0,,Sold,http://www.redfin.com/IL/Evanston/9325-Ewing-Ave-60203/home/13627188,MRED,10374910,42.0507715,-87.7127781,6.0,1 hour 25 mins,"WALKING(16 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Townhouse,1816 N Rockwell St Unit E,CHICAGO,IL,60647,480000,3.0,3.0,Logan Square,2088.0,,2002.0,940,230.0,125.0,Sold,http://www.redfin.com/IL/Chicago/1816-N-Rockwell-St-60647/unit-E/home/12744395,MRED,9507566,41.914466,-87.692515,5.0,34 mins,"WALKING(7 MINS), BUS72(13 mins), WALKING(1 MIN), RED LINE(5 mins), WALKING(4 MINS)",12.0
PAST SALE,Townhouse,1523 W Henderson St Unit E,CHICAGO,IL,60657,560000,2.0,2.5,Lake View,1900.0,,1995.0,177,295.0,407.0,Sold,http://www.redfin.com/IL/Chicago/1523-W-Henderson-St-60657/unit-E/home/13381711,MRED,10364988,41.9422756,-87.66768859999999,4.0,30 mins,"WALKING(5 MINS), BROWN LINE(7 mins), RED LINE(7 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,4303 Payne St,SKOKIE,IL,60076,400000,4.0,2.0,Skokie,,10619.0,1966.0,198,,,Sold,http://www.redfin.com/IL/Skokie/4303-Payne-St-60076/home/13633397,MRED,10370626,42.0568991,-87.7350565,5.0,1 hour 18 mins,"WALKING(13 MINS), BUS215(19 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Townhouse,2253 W Coulter St #1,Chicago,IL,60608,459900,3.0,2.5,Lower West Side,2000.0,950.0,2019.0,67,230.0,230.0,Sold,http://www.redfin.com/IL/Chicago/2253-W-Coulter-St-60608/unit-1/home/166587247,MRED,10378752,41.846653,-87.68240899999999,5.0,48 mins,"WALKING(3 MINS), BUS60(30 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",7.0
PAST SALE,Townhouse,8313 Concord Dr,MORTON GROVE,IL,60053,300000,2.0,2.5,Morton Grove,,,2006.0,181,,243.0,Sold,http://www.redfin.com/IL/Morton-Grove/8313-Concord-Dr-60053/home/26801863,MRED,10398714,42.0329078,-87.7816559,7.0,1 hour 10 mins,"WALKING(11 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",18.0
PAST SALE,Townhouse,730 W 15th St,CHICAGO,IL,60607,550000,3.0,3.0,Near West Side,2320.0,2500.0,2007.0,191,237.0,330.0,Sold,http://www.redfin.com/IL/Chicago/730-W-15th-St-60607/home/26819440,MRED,10411620,41.8616534,-87.6459552,5.0,34 mins,"WALKING(2 MINS), BUS8(17 mins), WALKING(1 MIN), RED LINE(5 mins), WALKING(4 MINS)",7.0
MLS Listing,Single Family Residential,8800 Lowell Ter,Skokie,IL,60076,399000,3.0,2.0,Skokie,1349.0,5989.0,1963.0,237,296.0,,Active,http://www.redfin.com/IL/Skokie/8800-Lowell-Ter-60076/home/13622486,MRED,10378053,42.0409434,-87.7373661,4.0,1 hour 14 mins,"WALKING(18 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Townhouse,1826 S MICHIGAN Ave Unit F,CHICAGO,IL,60616,405000,2.0,2.0,Near South Side,1810.0,,1998.0,1452,224.0,311.0,Sold,http://www.redfin.com/IL/Chicago/1826-S-Michigan-Ave-60616/unit-F/home/12780918,MRED,9040063,41.857021,-87.6244087,3.0,24 mins,"WALKING(2 MINS), BUS3(19 mins), WALKING(3 MINS)",5.0
PAST SALE,Single Family Residential,8937 MARMORA Ave,MORTON GROVE,IL,60053,350000,3.0,2.5,Morton Grove,1468.0,5623.0,1952.0,159,238.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8937-Marmora-Ave-60053/home/13618491,MRED,10377901,42.044117299999996,-87.77358520000001,8.0,1 hour 37 mins,"WALKING(5 MINS), BUS250(10 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",9.0
PAST SALE,Single Family Residential,8645 Niles Center Rd,SKOKIE,IL,60077,335000,3.0,2.0,Skokie,,6250.0,1951.0,143,,,Sold,http://www.redfin.com/IL/Skokie/8645-Niles-Center-Rd-60077/home/13612768,MRED,10376336,42.03838029999999,-87.748903,4.0,1 hour 1 min,"WALKING(5 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,8209 Menard Ave,Morton Grove,IL,60053,367000,5.0,3.0,Morton Grove,2200.0,3720.0,1995.0,9,167.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8209-Menard-Ave-60053/home/13615323,MRED,10372714,42.030468799999994,-87.77147120000001,5.0,1 hour 25 mins,"WALKING(25 MINS), BUS97(17 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",30.0
PAST SALE,Townhouse,2319 N Hamilton Ave #6,CHICAGO,IL,60647,465000,3.0,2.5,Logan Square,1935.0,,2001.0,160,240.0,177.0,Sold,http://www.redfin.com/IL/Chicago/2319-N-Hamilton-Ave-60647/unit-6/home/12698897,MRED,10396126,41.9233343,-87.6810813,5.0,35 mins,"WALKING(6 MINS), BUS74(9 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",11.0
PAST SALE,Townhouse,345 W Barry Ave #1,CHICAGO,IL,60657,555000,4.0,2.5,Lake View,2100.0,,,181,264.0,171.0,Sold,http://www.redfin.com/IL/Chicago/345-W-Barry-Ave-60657/unit-1/home/13370652,MRED,10366737,41.9374092,-87.6387063,3.0,13 mins,"WALKING(5 MINS), BUS146(6 mins), WALKING(1 MIN)",6.0
PAST SALE,Condo/Co-op,645 Custer Ave #203,EVANSTON,IL,60202,375000,2.0,2.0,Evanston,1425.0,,2011.0,199,263.0,365.0,Sold,http://www.redfin.com/IL/Evanston/645-Custer-Ave-60202/unit-203/home/21938681,MRED,10311099,42.0301784,-87.67990759999999,4.0,51 mins,"WALKING(6 MINS), PURPLE LINE(2 mins), RED LINE(32 mins), WALKING(4 MINS)",10.0
PAST SALE,Single Family Residential,6147 Lincoln Ave Unit D,MORTON GROVE,IL,60053,278000,3.0,2.5,Morton Grove,2000.0,,1987.0,199,139.0,250.0,Sold,http://www.redfin.com/IL/Morton-Grove/6147-Lincoln-Ave-60053/unit-D/home/163850514,MRED,10316084,42.0349662,-87.7811371,7.0,1 hour 7 mins,"WALKING(8 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",15.0
MLS Listing,Townhouse,2675 N Greenview Ave Unit D,Chicago,IL,60614,625000,3.0,2.0,Lincoln Park,2200.0,,1990.0,116,284.0,213.0,Contingent,http://www.redfin.com/IL/Chicago/2675-N-Greenview-Ave-60614/unit-D/home/13363470,MRED,10515073,41.9307101,-87.6650593,5.0,34 mins,"WALKING(3 MINS), BUS76(8 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Condo/Co-op,3505 N ELSTON Ave #2,Chicago,IL,60618,279000,3.0,2.0,Avondale,,,2008.0,3635,,124.0,Sold,http://www.redfin.com/IL/Chicago/3505-N-Elston-Ave-60618/unit-2/home/17176692,MRED,7328323,41.9451523,-87.706109,5.0,39 mins,"WALKING(3 MINS), BUS152(18 mins), WALKING(1 MIN), BUS146(11 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,3262 W Armitage Ave #2,CHICAGO,IL,60647,394000,3.0,2.5,Logan Square,2000.0,,2007.0,181,197.0,160.0,Sold,http://www.redfin.com/IL/Chicago/3262-W-Armitage-Ave-60647/unit-2/home/12598234,MRED,10312351,41.917561299999996,-87.7094972,5.0,52 mins,"WALKING(3 MINS), BUS82(7 mins), WALKING(1 MIN), BUS66(28 mins), WALKING(2 MINS)",6.0
PAST SALE,Townhouse,300 NARRAGANSETT Ct,MORTON GROVE,IL,60053,362000,3.0,2.5,Morton Grove,1900.0,,2008.0,202,191.0,240.0,Sold,http://www.redfin.com/IL/Morton-Grove/300-Narragansett-Ct-60053/home/64226005,MRED,10370522,42.0395205,-87.786403,7.0,1 hour 9 mins,"WALKING(10 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",17.0
PAST SALE,Townhouse,3244 N KILBOURN Ave #7,CHICAGO,IL,60641,189900,3.0,2.0,Irving Park,,,2005.0,4093,,150.0,Sold,http://www.redfin.com/IL/Chicago/3244-N-Kilbourn-Ave-60641/unit-7/home/12641341,MRED,6811371,41.9402349,-87.7401179,5.0,55 mins,"WALKING(2 MINS), BUS77(27 mins), WALKING(2 MINS), BUS151(17 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,2600 W Bloomingdale Ave,CHICAGO,IL,60647,630000,4.0,3.5,Logan Square,2915.0,,2002.0,205,216.0,175.0,Sold,http://www.redfin.com/IL/Chicago/2600-W-Bloomingdale-Ave-60647/unit-27/home/12719181,MRED,10370217,41.9140901,-87.6924209,5.0,33 mins,"WALKING(6 MINS), BUS72(13 mins), WALKING(1 MIN), RED LINE(5 mins), WALKING(4 MINS)",11.0
PAST SALE,Townhouse,2826 N Talman Ave Unit B,CHICAGO,IL,60618,382000,3.0,2.5,Avondale,1858.0,711.0,2002.0,745,206.0,150.0,Sold,http://www.redfin.com/IL/Chicago/2826-N-Talman-Ave-60618/unit-B/home/12702393,MRED,9792582,41.9330199,-87.6941975,5.0,42 mins,"WALKING(3 MINS), BUS76(16 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Condo/Co-op,2828 N Talman Ave Unit D,CHICAGO,IL,60618,407000,3.0,2.0,Avondale,1850.0,,1998.0,199,220.0,285.0,Sold,http://www.redfin.com/IL/Chicago/2828-N-Talman-Ave-60618/unit-D/home/12719634,MRED,10345255,41.933050200000004,-87.69412559999999,5.0,42 mins,"WALKING(3 MINS), BUS76(16 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Single Family Residential,8710 Springfield Ave,SKOKIE,IL,60076,230000,3.0,1.5,Skokie,1512.0,3689.0,1956.0,416,152.0,,Sold,http://www.redfin.com/IL/Skokie/8710-Springfield-Ave-60076/home/13608917,MRED,10106275,42.03937379999999,-87.72568869999999,5.0,1 hour 14 mins,"WALKING(19 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",24.0
PAST SALE,Single Family Residential,5436 N Lowell Ave,CHICAGO,IL,60630,489000,3.0,3.5,North Park,,5553.0,1999.0,158,,,Sold,http://www.redfin.com/IL/Chicago/5436-N-Lowell-Ave-60630/home/12806741,MRED,10387258,41.980764,-87.73756759999999,5.0,59 mins,"WALKING(17 MINS), BUS84(22 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",19.0
PAST SALE,Single Family Residential,6338 N Hamlin Ave,CHICAGO,IL,60659,515000,4.0,3.5,North Park,,4190.0,1951.0,131,,,Sold,http://www.redfin.com/IL/Chicago/6338-N-Hamlin-Ave-60659/home/22892141,MRED,10367723,41.99663220000001,-87.7242073,5.0,51 mins,"WALKING(12 MINS), BUS84(19 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",14.0
PAST SALE,Townhouse,1801 W Diversey Pkwy #25,Chicago,IL,60614,505000,3.0,2.0,Lincoln Park,2100.0,,1995.0,80,240.0,362.0,Sold,http://www.redfin.com/IL/Chicago/1801-W-Diversey-Pkwy-60614/unit-25/home/13358805,MRED,10497797,41.931967,-87.6740088,5.0,35 mins,"WALKING(1 MIN), BUS76(10 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,1064 W Chestnut St,CHICAGO,IL,60642,550000,3.0,2.5,West Town,2100.0,,2001.0,128,262.0,325.0,Sold,http://www.redfin.com/IL/Chicago/1064-W-Chestnut-St-60642/home/12754928,MRED,10362674,41.8983754,-87.6546819,3.0,18 mins,"WALKING(4 MINS), BUS66(12 mins), WALKING(2 MINS)",6.0
