SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME
PAST SALE,Single Family Residential,8301 Ridgeway Ave,SKOKIE,IL,60076,252000,3.0,2.0,Skokie,,5514.0,1952.0,394,,,Sold,http://www.redfin.com/IL/Skokie/8301-Ridgeway-Ave-60076/home/13606690,MRED,10102132,42.031890399999995,-87.72162929999999,5.0,1 hour 3 mins,"WALKING(9 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,7844 Kostner Ave,SKOKIE,IL,60076,310000,3.0,2.0,Skokie,,3075.0,,436,,,Sold,http://www.redfin.com/IL/Skokie/7844-Kostner-Ave-60076/home/13600814,MRED,10078200,42.023983,-87.73824520000001,4.0,1 hour 8 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,6801 N ALGONQUIN Ave,CHICAGO,IL,60646,435000,4.0,2.0,Forest Glen,,5392.0,1969.0,443,,,Sold,http://www.redfin.com/IL/Chicago/6801-N-Algonquin-Ave-60646/home/13591009,MRED,10002318,42.0043731,-87.7629182,5.0,1 hour 1 min,"WALKING(14 MINS), BUS84(26 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",16.0
PAST SALE,Single Family Residential,8545 Harding Ave,SKOKIE,IL,60076,440000,4.0,2.5,Skokie,1783.0,6150.0,1950.0,373,247.0,,Sold,http://www.redfin.com/IL/Skokie/8545-Harding-Ave-60076/home/13608285,MRED,10101360,42.0366231,-87.726362,5.0,1 hour 11 mins,"WALKING(16 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,9026 Kedvale Ave,SKOKIE,IL,60076,435000,4.0,2.5,Skokie,2284.0,6847.0,1950.0,521,190.0,,Sold,http://www.redfin.com/IL/Skokie/9026-Kedvale-Ave-60076/home/13623044,MRED,9929792,42.0452114,-87.73161359999999,6.0,1 hour 15 mins,"WALKING(8 MINS), BUS250(5 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,9400 LEAMINGTON St,Skokie,IL,60077,345500,5.0,3.5,Skokie,2400.0,5248.0,1964.0,69,144.0,,Sold,http://www.redfin.com/IL/Skokie/9400-Leamington-St-60077/home/13621043,MRED,10489486,42.0518227,-87.755586,4.0,1 hour 22 mins,"WALKING(26 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",30.0
PAST SALE,Single Family Residential,4106 Cleveland St,SKOKIE,IL,60076,359900,3.0,2.0,Skokie,1677.0,7134.0,1954.0,475,215.0,,Sold,http://www.redfin.com/IL/Skokie/4106-Cleveland-St-60076/home/13609838,MRED,9997280,42.0300616,-87.7308249,5.0,1 hour 1 min,"WALKING(6 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",11.0
PAST SALE,Single Family Residential,8446 Christiana Ave,SKOKIE,IL,60076,448000,3.0,3.0,Skokie,1500.0,4917.0,1957.0,500,299.0,,Sold,http://www.redfin.com/IL/Skokie/8446-Christiana-Ave-60076/home/13606815,MRED,9996930,42.0350745,-87.7125857,5.0,1 hour 7 mins,"WALKING(14 MINS), BUS97(10 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Townhouse,1921 Dodge Ave,EVANSTON,IL,60201,234000,5.0,2.0,Evanston,,,1990.0,493,,,Sold,http://www.redfin.com/IL/Evanston/1921-Dodge-Ave-60201/home/12561461,MRED,9996038,42.052877,-87.698314,4.0,1 hour 10 mins,"WALKING(19 MINS), PURPLE LINE(8 mins), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,3555 Lee St,SKOKIE,IL,60076,300000,4.0,3.0,Skokie,1518.0,7500.0,1954.0,1584,198.0,,Sold,http://www.redfin.com/IL/Skokie/3555-Lee-St-60076/home/13607271,MRED,8983654,42.0352231,-87.71790370000001,5.0,1 hour 7 mins,"WALKING(13 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,3825 Brummel St,SKOKIE,IL,60076,566318,5.0,4.0,Skokie,2024.0,5950.0,1948.0,459,280.0,,Sold,http://www.redfin.com/IL/Skokie/3825-Brummel-St-60076/home/13601483,MRED,9994461,42.020561,-87.72453440000001,5.0,1 hour 5 mins,"WALKING(10 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",15.0
PAST SALE,Single Family Residential,9249 MASON Ave,MORTON GROVE,IL,60053,420000,3.0,2.0,Morton Grove,2300.0,9504.0,1956.0,517,183.0,,Sold,http://www.redfin.com/IL/Morton-Grove/9249-Mason-Ave-60053/home/13620144,MRED,9980308,42.0497592,-87.77452690000001,8.0,1 hour 45 mins,"WALKING(14 MINS), BUS250(9 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",18.0
PAST SALE,Single Family Residential,5333 Suffield Ter,SKOKIE,IL,60077,350000,4.0,2.5,Skokie,,5392.0,1969.0,471,,,Sold,http://www.redfin.com/IL/Skokie/5333-Suffield-Ter-60077/home/13621006,MRED,9983880,42.0451394,-87.7605153,4.0,1 hour 12 mins,"WALKING(16 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",20.0
PAST SALE,Single Family Residential,2207 Crawford Ave,EVANSTON,IL,60201,370000,4.0,2.0,Evanston,1812.0,5700.0,1952.0,520,204.0,,Sold,http://www.redfin.com/IL/Evanston/2207-Crawford-Ave-60201/home/13632185,MRED,9989102,42.0573533,-87.72705450000001,5.0,1 hour 18 mins,"WALKING(14 MINS), BUS215(18 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,6902 N Lockwood Ave,SKOKIE,IL,60077,515000,4.0,2.5,Skokie,3381.0,,1966.0,529,152.0,,Sold,http://www.redfin.com/IL/Skokie/6902-Lockwood-Ave-60077/home/13591745,MRED,9978366,42.006584000000004,-87.76024620000001,5.0,1 hour 8 mins,"WALKING(21 MINS), BUS84(26 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",23.0
PAST SALE,Single Family Residential,4041 Brummel St,SKOKIE,IL,60076,300000,3.0,1.5,Skokie,1136.0,4338.0,1954.0,506,264.0,,Sold,http://www.redfin.com/IL/Skokie/4041-Brummel-St-60076/home/13599049,MRED,10007016,42.0205729,-87.7299845,5.0,1 hour 4 mins,"WALKING(9 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,2723 W Gregory St,CHICAGO,IL,60625,340000,3.0,2.5,Lincoln Square,1331.0,,1950.0,446,255.0,,Sold,http://www.redfin.com/IL/Chicago/2723-W-Gregory-St-60625/home/13492100,MRED,9957651,41.9820206,-87.6976502,4.0,45 mins,"WALKING(10 MINS), BUS92(15 mins), BUS147(12 mins), WALKING(1 MIN)",11.0
PAST SALE,Single Family Residential,5242 N Virginia Ave,CHICAGO,IL,60625,435000,3.0,1.5,Lincoln Square,,3750.0,,538,,,Sold,http://www.redfin.com/IL/Chicago/5242-N-Virginia-Ave-60625/home/13491867,MRED,9968857,41.9770683,-87.70349,4.0,39 mins,"WALKING(2 MINS), BUS92(17 mins), BUS147(12 mins), WALKING(1 MIN)",3.0
PAST SALE,Single Family Residential,4500 N Monticello Ave,CHICAGO,IL,60625,420000,4.0,3.0,Albany Park,,4861.0,1911.0,524,,,Sold,http://www.redfin.com/IL/Chicago/4500-N-Monticello-Ave-60625/home/12574822,MRED,9978199,41.9629892,-87.7195898,4.0,48 mins,"WALKING(10 MINS), BROWN LINE(20 mins), RED LINE(7 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,4843 N Ridgeway Ave,CHICAGO,IL,60625,445000,5.0,3.5,Albany Park,,3750.0,1918.0,474,,,Sold,http://www.redfin.com/IL/Chicago/4843-N-Ridgeway-Ave-60625/home/13493909,MRED,10014715,41.969572,-87.7216677,4.0,49 mins,"WALKING(11 MINS), BROWN LINE(20 mins), RED LINE(7 mins), WALKING(4 MINS)",15.0
PAST SALE,Single Family Residential,2655 W Winona St,CHICAGO,IL,60625,740000,5.0,3.5,Lincoln Square,3350.0,3149.0,1891.0,314,221.0,,Sold,http://www.redfin.com/IL/Chicago/2655-W-Winona-St-60625/home/13490791,MRED,10168811,41.974599100000006,-87.696138,4.0,40 mins,"WALKING(5 MINS), BUS92(16 mins), BUS147(12 mins), WALKING(1 MIN)",6.0
PAST SALE,Single Family Residential,5326 N Virginia Ave,CHICAGO,IL,60625,381500,3.0,1.5,Lincoln Square,,3750.0,1951.0,494,,,Sold,http://www.redfin.com/IL/Chicago/5326-N-Virginia-Ave-60625/home/13493360,MRED,9984424,41.9783922,-87.70392530000001,4.0,41 mins,"WALKING(4 MINS), BUS92(17 mins), BUS147(12 mins), WALKING(1 MIN)",5.0
PAST SALE,Single Family Residential,5843 N Christiana Ave,CHICAGO,IL,60659,459000,4.0,3.0,North Park,,,1928.0,492,,,Sold,http://www.redfin.com/IL/Chicago/5843-N-Christiana-Ave-60659/home/13515330,MRED,9966061,41.98792589999999,-87.71243170000001,5.0,42 mins,"WALKING(5 MINS), BUS84(17 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",7.0
PAST SALE,Single Family Residential,9200 Luna Ave,MORTON GROVE,IL,60053,345000,4.0,2.0,Morton Grove,1713.0,5776.0,1953.0,524,201.0,,Sold,http://www.redfin.com/IL/Morton-Grove/9200-Luna-Ave-60053/home/13623734,MRED,9965495,42.0484044,-87.76543620000001,4.0,1 hour 21 mins,"WALKING(25 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",29.0
PAST SALE,Single Family Residential,5357 Washington St,SKOKIE,IL,60077,375000,3.0,2.0,Skokie,1733.0,8058.0,1953.0,499,216.0,,Sold,http://www.redfin.com/IL/Skokie/5357-Washington-St-60077/home/13613170,MRED,9983697,42.032503600000005,-87.7617648,4.0,1 hour 12 mins,"WALKING(17 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,7240 N KILPATRICK Ave,LINCOLNWOOD,IL,60712,305000,3.0,3.0,Lincolnwood,1704.0,6499.0,1950.0,452,179.0,,Sold,http://www.redfin.com/IL/Lincolnwood/7240-N-Kilpatrick-Ave-60712/home/13600225,MRED,10036181,42.0129941,-87.7457475,7.0,1 hour 29 mins,"WALKING(3 MINS), BUS290(23 mins), WALKING(1 MIN), BLUE LINE(34 mins), WALKING(1 MIN), RED LINE(3 mins), WALKING(4 MINS)",9.0
PAST SALE,Townhouse,14259 Lacey Dr,LEMONT,IL,60439,365000,3.0,2.5,Lemont,2112.0,2403.0,2018.0,311,173.0,200.0,Sold,http://www.redfin.com/IL/Lemont/14259-Lacey-Dr-60439/home/146018361,MRED,9979898,41.672948600000005,-87.962884,,,,
PAST SALE,Single Family Residential,8324 KENTON Ave,SKOKIE,IL,60076,345000,3.0,3.0,Skokie,1772.0,7040.0,1953.0,510,195.0,,Sold,http://www.redfin.com/IL/Skokie/8324-Kenton-Ave-60076/home/13609892,MRED,9993633,42.032393,-87.742863,4.0,1 hour 5 mins,"WALKING(11 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",15.0
PAST SALE,Unknown,11S304 DEER TRAIL Ct,WILLOWBROOK,IL,60527,360000,1.0,1.0,Willowbrook,0.0,,1620.0,450,,190.0,Sold,http://www.redfin.com/IL/Downers-Grove-Township/Deer-Trail-Ct-60527/home/17972303,MRED,10018824,41.72146844,-87.94406447,7.0,1 hour 53 mins,"WALKING(15 MINS), BUS664(15 mins), WALKING(1 MIN), HEAVY_RAILBNSF(43 mins), WALKING(1 MIN), BUS151(22 mins), WALKING(3 MINS)",20.0
PAST SALE,Single Family Residential,3849 Dobson St,SKOKIE,IL,60076,340000,5.0,2.0,Skokie,2200.0,6198.0,1955.0,1077,155.0,,Sold,http://www.redfin.com/IL/Skokie/3849-Dobson-St-60076/home/13600988,MRED,9394275,42.019708,-87.72540009999999,5.0,1 hour 5 mins,"WALKING(10 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",15.0
PAST SALE,Single Family Residential,9614 Karlov Ave,SKOKIE,IL,60076,437500,4.0,3.0,Skokie,1401.0,7336.0,1955.0,534,312.0,,Sold,http://www.redfin.com/IL/Skokie/9614-Karlov-Ave-60076/home/12585680,MRED,9967353,42.0557721,-87.7301517,5.0,1 hour 16 mins,"WALKING(11 MINS), BUS215(18 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",16.0
MLS Listing,Single Family Residential,8335 Gross Point Rd,Morton Grove,IL,60053,315000,3.0,2.0,Morton Grove,1369.0,3785.0,1965.0,128,230.0,,Contingent,http://www.redfin.com/IL/Morton-Grove/8335-Gross-Point-Rd-60053/home/26828552,MRED,10502247,42.032959000000005,-87.761866,4.0,1 hour 11 mins,"WALKING(15 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Townhouse,7223 N Hamilton Ave Unit B,CHICAGO,IL,60645,354500,3.0,3.5,West Ridge,2300.0,,2007.0,459,154.0,209.0,Sold,http://www.redfin.com/IL/Chicago/7223-N-Hamilton-Ave-60645/unit-B/home/26802623,MRED,10042557,42.0128971,-87.68451590000001,3.0,53 mins,"WALKING(17 MINS), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,4001 Madison St,SKOKIE,IL,60076,248000,3.0,2.0,Skokie,1477.0,7308.0,1961.0,1112,168.0,,Sold,http://www.redfin.com/IL/Skokie/4001-Madison-St-60076/home/13609833,MRED,9392706,42.0315271,-87.7284081,5.0,1 hour 3 mins,"WALKING(9 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",14.0
