SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3834 N Greenview Ave Unit 2S,Chicago,IL,60613,589000,3,2.0,Lake View,1750,,2000,19,337,275,Active,,,http://www.redfin.com/IL/Chicago/3834-N-Greenview-Ave-60613/unit-2S/home/143717179,MRED,10626022,N,Y,41.9517308,-87.6677265
MLS Listing,,Condo/Co-op,4743 N CLARK St Unit 3S,Chicago,IL,60640,459000,3,2.0,Uptown,1600,,2008,19,287,306,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/4743-N-Clark-St-60640/unit-3S/home/21804365,MRED,10625463,N,Y,41.9683458,-87.6670934
MLS Listing,,Condo/Co-op,3243 N CLIFTON Ave #3,Chicago,IL,60657,474500,2,2.0,Lake View,1300,,2000,19,365,155,Active,,,http://www.redfin.com/IL/Chicago/3243-N-Clifton-Ave-60657/unit-3/home/22834300,MRED,10625367,N,Y,41.9411605,-87.6574395
MLS Listing,,Single Family Residential,4311 S Calumet Ave,Chicago,IL,60653,595000,4,3.5,Grand Boulevard,3050,12763,2019,20,195,100,Active,,,http://www.redfin.com/IL/Chicago/4311-S-Calumet-Ave-60653/home/170486242,MRED,10625266,N,Y,41.8162159,-87.6179922
MLS Listing,,Townhouse,1906 S tom Pkwy,Chicago,IL,60616,378000,6,2.0,Armour Square,1600,1600,2001,21,236,40,Active,,,http://www.redfin.com/IL/Chicago/1906-S-Tom-Pkwy-60616/home/12733881,MRED,10624907,N,Y,41.8561059,-87.6343079
MLS Listing,,Condo/Co-op,3101 N Ridgeway Ave Unit 3D,Chicago,IL,60618,499900,3,2.0,Avondale,1440,,2020,21,347,275,Active,,,http://www.redfin.com/IL/Chicago/3101-N-Ridgeway-Ave-60618/unit-3D/home/170482559,MRED,10624664,N,Y,41.937178,-87.7206523
MLS Listing,,Condo/Co-op,3914 S King Dr Unit 1NA,Chicago,IL,60653,509900,4,3.0,Grand Boulevard,2800,,2019,22,182,211,Active,February-23-2020 12:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/3914-S-King-Dr-60653/unit-1NA/home/170477943,MRED,10624454,N,Y,41.8234473,-87.6176265
MLS Listing,,Condo/Co-op,3918 S King Dr Unit 3S,Chicago,IL,60653,499900,3,3.0,Grand Boulevard,2400,,2019,22,208,206,Active,February-23-2020 12:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/3918-S-King-Dr-60653/unit-3S/home/168346117,MRED,10624445,N,Y,41.823059,-87.6175184
MLS Listing,,Townhouse,8320 Elmwood Ave #4,Skokie,IL,60077,575000,3,3.5,Skokie,2770,,2019,22,208,250,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Skokie/8320-Elmwood-Ave-60077/unit-4/home/146525844,MRED,10624170,N,Y,42.032491957,-87.75052333
MLS Listing,,Condo/Co-op,2773 N Kenmore Ave #2,Chicago,IL,60614,524900,2,2.0,Lincoln Park,1500,,2006,23,350,242,Active,,,http://www.redfin.com/IL/Chicago/2773-N-Kenmore-Ave-60614/unit-2/home/26809052,MRED,10623063,N,Y,41.9320386,-87.6547872
MLS Listing,,Condo/Co-op,847 W Bradley Pl Unit GF,Chicago,IL,60613,575000,3,2.5,Lake View,1971,,2003,23,292,350,Active,,,http://www.redfin.com/IL/Chicago/847-W-Bradley-Pl-60613/unit-GF/home/12682546,MRED,10618672,N,Y,41.9498074,-87.6514257
MLS Listing,,Condo/Co-op,857 N Wood St #3,Chicago,IL,60622,599000,3,3.0,West Town,2400,,1998,23,250,175,Active,,,http://www.redfin.com/IL/Chicago/857-N-Wood-St-60622/unit-3/home/12789601,MRED,10622834,N,Y,41.8976335,-87.6718568
MLS Listing,,Condo/Co-op,3254 N Racine Ave #1,Chicago,IL,60657,635000,3,3.0,Lake View,2400,,1994,24,265,197,Active,February-23-2020 11:00 AM,February-23-2020 02:00 PM,http://www.redfin.com/IL/Chicago/3254-N-Racine-Ave-60657/unit-1/home/13382591,MRED,10605017,N,Y,41.9414523,-87.6592528
MLS Listing,,Condo/Co-op,2131 W Belmont Ave Unit 2E,Chicago,IL,60618,484900,3,2.0,North Center,1800,,2005,24,269,305,Active,,,http://www.redfin.com/IL/Chicago/2131-W-Belmont-Ave-60618/unit-2E/home/12613006,MRED,10621703,N,Y,41.9394223,-87.6820449
MLS Listing,,Single Family Residential,1747 N Linder Ave,Chicago,IL,60639,385000,4,3.5,Austin,2700,3750,2020,25,143,,Active,,,http://www.redfin.com/IL/Chicago/1747-N-Linder-Ave-60639/home/13425529,MRED,10621461,N,Y,41.912603,-87.762763
MLS Listing,,Condo/Co-op,1203 W Superior St Unit 2C,Chicago,IL,60642,549000,3,2.0,West Town,1500,,2019,25,366,115,Active,February-23-2020 12:00 PM,February-23-2020 02:00 PM,http://www.redfin.com/IL/Chicago/1203-W-Superior-St-60642/unit-2C/home/168960345,MRED,10621426,N,Y,41.8950207,-87.6577247
MLS Listing,,Condo/Co-op,1519 W FRY St #3,Chicago,IL,60642,515000,2,2.0,West Town,1405,,2012,25,367,168,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/1519-W-Fry-St-60642/unit-3/home/18330120,MRED,10621125,N,Y,41.8967591,-87.6656871
MLS Listing,,Condo/Co-op,1830 N Winchester Ave #206,Chicago,IL,60622,529000,2,2.0,Logan Square,,,1996,25,,339,Active,,,http://www.redfin.com/IL/Chicago/1830-N-Winchester-Ave-60622/unit-206/home/13354560,MRED,10612653,N,Y,41.9148751,-87.6769533
MLS Listing,,Condo/Co-op,3950 W Bryn Mawr Ave #407,Chicago,IL,60659,359000,2,2.0,North Park,1462,,1995,26,246,441,Active,,,http://www.redfin.com/IL/Chicago/3950-W-Bryn-Mawr-Ave-60659/unit-407/home/13516658,MRED,10620634,N,Y,41.9840912,-87.727695
MLS Listing,,Condo/Co-op,1457 W THOMAS St Unit 4W,Chicago,IL,60642,574900,3,2.0,West Town,,,2005,26,,285,Active,,,http://www.redfin.com/IL/Chicago/1457-W-Thomas-St-60642/unit-4W/home/12621193,MRED,10620423,N,Y,41.901308,-87.664677
MLS Listing,,Single Family Residential,2913 S Lyman St,Chicago,IL,60608,649000,5,3.5,Bridgeport,3200,2430,2019,26,203,,Active,,,http://www.redfin.com/IL/Chicago/2913-S-Lyman-St-60608/home/14080889,MRED,10620045,N,Y,41.8410499,-87.6527713
MLS Listing,,Townhouse,2256 W WOLFRAM St,Chicago,IL,60618,529000,3,2.5,Logan Square,,,2003,30,,280,Active,,,http://www.redfin.com/IL/Chicago/2256-W-Wolfram-St-60618/home/12674928,MRED,10618090,N,Y,41.9332717,-87.6859547
MLS Listing,,Condo/Co-op,2409 W Catalpa Ave #306,Chicago,IL,60625,425000,3,2.0,Lincoln Square,1462,,2008,30,291,334,Active,,,http://www.redfin.com/IL/Chicago/2409-W-Catalpa-Ave-60625/unit-306/home/21885820,MRED,10614778,N,Y,41.9810407,-87.6897387
MLS Listing,,Townhouse,59 W 15th St Unit C,Chicago,IL,60605,550000,3,3.0,Near South Side,2340,,2000,30,235,258,Active,,,http://www.redfin.com/IL/Chicago/59-W-15th-St-60605/unit-C/home/147242269,MRED,10617726,N,Y,41.8617928,-87.6294386
MLS Listing,,Condo/Co-op,1512 N HUDSON Ave #4,Chicago,IL,60610,569000,2,2.0,Near North Side,1600,,1999,30,356,175,Active,,,http://www.redfin.com/IL/Chicago/1512-N-Hudson-Ave-60610/unit-4/home/12770564,MRED,10617572,N,Y,41.9097046,-87.6400805
MLS Listing,,Single Family Residential,1806 W DIVERSEY Pkwy Unit H,Chicago,IL,60614,645000,3,3.5,North Center,,1533,1992,30,,200,Active,,,http://www.redfin.com/IL/Chicago/1806-W-Diversey-Pkwy-60614/unit-H/home/13358148,MRED,10617500,N,Y,41.932563,-87.673959
MLS Listing,,Single Family Residential,5539 W Drummond Pl,Chicago,IL,60639,539999,4,3.5,Belmont Cragin,3200,3250,2019,31,169,,Active,,,http://www.redfin.com/IL/Chicago/5539-W-Drummond-Pl-60639/home/13440641,MRED,10617174,N,Y,41.9283745,-87.765244
MLS Listing,,Townhouse,620 S Laflin St Unit D,Chicago,IL,60607,589900,3,2.5,Near West Side,2300,1380,1990,31,256,475,Active,,,http://www.redfin.com/IL/Chicago/620-S-Laflin-St-60607/unit-D/home/14090141,MRED,10616744,N,Y,41.8732353,-87.6644185
MLS Listing,,Single Family Residential,4548 S Union Ave,Chicago,IL,60609,439000,5,3.0,New City,2600,3127,2019,31,169,,Active,February-23-2020 12:00 PM,February-23-2020 02:00 PM,http://www.redfin.com/IL/Chicago/4548-S-Union-Ave-60609/home/40274830,MRED,10616308,N,Y,41.811133,-87.643514
MLS Listing,,Condo/Co-op,540 W Oakdale Ave Unit 1W,Chicago,IL,60657,535000,3,2.0,Lake View,1680,,2000,32,318,375,Active,,,http://www.redfin.com/IL/Chicago/540-W-Oakdale-Ave-60657/unit-1W/home/12755416,MRED,10616035,N,Y,41.935806,-87.6435038
MLS Listing,,Condo/Co-op,211 S Hamilton Ave #1,Chicago,IL,60612,599000,4,3.0,Near West Side,2900,,2019,32,207,349,Active,February-23-2020 11:00 AM,February-23-2020 12:30 PM,http://www.redfin.com/IL/Chicago/211-S-Hamilton-Ave-60612/unit-1/home/160836272,MRED,10615880,N,Y,41.8782869,-87.6799795
MLS Listing,,Single Family Residential,505 E 43rd St,Chicago,IL,60653,629000,4,3.5,Grand Boulevard,3800,3125,2019,32,166,,Active,,,http://www.redfin.com/IL/Chicago/505-E-43rd-St-60653/home/170366881,MRED,10615534,N,Y,41.8164313,-87.6137536
MLS Listing,,Townhouse,1914 W Pershing Rd Unit A,Chicago,IL,60609,419000,4,3.5,McKinley Park,2340,,2019,32,179,188,Active,,,http://www.redfin.com/IL/Chicago/1914-W-Pershing-Rd-60609/unit-A/home/170365037,MRED,10615469,N,Y,41.8233783,-87.6734057
MLS Listing,,Townhouse,3211 N ROCKWELL St,Chicago,IL,60618,550000,3,2.5,Avondale,2700,1094,2001,33,204,380,Active,,,http://www.redfin.com/IL/Chicago/3211-N-Rockwell-St-60618/home/12701891,MRED,10615058,N,Y,41.939843,-87.693833
MLS Listing,,Townhouse,5344 Lunt Ave,Skokie,IL,60077,350000,3,2.5,Skokie,2193,2193,1989,34,160,250,Active,,,http://www.redfin.com/IL/Skokie/5344-Lunt-Ave-60077/home/13592949,MRED,10563700,N,Y,42.0088155,-87.7613641
MLS Listing,,Condo/Co-op,3217 N WILTON Ave #4,Chicago,IL,60657,469000,2,2.0,Lake View,1500,,2004,34,313,167,Active,,,http://www.redfin.com/IL/Chicago/3217-N-Wilton-Ave-60657/unit-4/home/12609366,MRED,10614251,N,Y,41.9405435,-87.6525296
MLS Listing,,Single Family Residential,3317 N Kedzie Ave,Chicago,IL,60618,424000,6,2.5,Avondale,2250,3101,1993,34,188,,Active,,,http://www.redfin.com/IL/Chicago/3317-N-Kedzie-Ave-60618/home/13453387,MRED,10614218,N,Y,41.9415779,-87.7073992
MLS Listing,,Condo/Co-op,247 W SCOTT St #308,Chicago,IL,60610,549000,2,2.0,Near North Side,1250,,2002,36,439,431,Active,,,http://www.redfin.com/IL/Chicago/247-W-Scott-St-60610/unit-308/home/12714564,MRED,10570769,N,Y,41.9045741,-87.6366081
MLS Listing,,Condo/Co-op,1643 N DAYTON St #3,Chicago,IL,60614,649500,2,2.0,Lincoln Park,1600,,2001,37,406,113,Active,,,http://www.redfin.com/IL/Chicago/1643-N-Dayton-St-60614/unit-3/home/12715873,MRED,10612556,N,Y,41.9121817,-87.6491983
MLS Listing,,Condo/Co-op,1940 N Whipple St #2,Chicago,IL,60647,539900,3,2.0,Logan Square,1500,,2019,37,360,130,Active,February-23-2020 11:00 AM,February-23-2020 01:00 PM,http://www.redfin.com/IL/Chicago/1940-N-Whipple-St-60647/unit-2/home/167086892,MRED,10612396,N,Y,41.9168304,-87.7041947
MLS Listing,,Townhouse,3511 S Hoyne Ave #1,Chicago,IL,60609,378000,3,2.5,McKinley Park,1850,1059,2009,38,204,80,Active,,,http://www.redfin.com/IL/Chicago/3511-S-Hoyne-Ave-60609/unit-1/home/26821786,MRED,10611785,N,Y,41.8300176,-87.6775348
MLS Listing,,Condo/Co-op,808 S Oakley Ave #2,Chicago,IL,60612,469000,3,2.0,Near West Side,1585,,2020,38,296,175,Active,,,http://www.redfin.com/IL/Chicago/808-S-Oakley-Ave-60612/unit-2/home/170311320,MRED,10611732,N,Y,41.8688772,-87.6839508
MLS Listing,,Condo/Co-op,808 S Oakley Ave Unit 1E,Chicago,IL,60612,469000,3,2.5,Near West Side,1660,,2020,38,283,184,Active,,,http://www.redfin.com/IL/Chicago/808-S-Oakley-Ave-60612/unit-1E/home/170311211,MRED,10611723,N,Y,41.8688772,-87.6839508
MLS Listing,,Condo/Co-op,1842 N Kedzie Ave #3,Chicago,IL,60647,625000,3,2.5,Logan Square,1700,,2017,38,368,150,Active,,,http://www.redfin.com/IL/Chicago/1842-N-Kedzie-Ave-60647/unit-3/home/144299571,MRED,10603156,N,Y,41.91505,-87.707407
MLS Listing,,Single Family Residential,5 BELLE PLAINE Ave,Park Ridge,IL,60068,429900,4,2.5,Park Ridge,2176,5749,1991,39,198,,Active,,,http://www.redfin.com/IL/Park-Ridge/5-Belle-Plaine-Ave-60068/home/13637775,MRED,10610102,N,Y,42.0037761,-87.8215655
MLS Listing,,Condo/Co-op,120 W Oak St Unit 2D,Chicago,IL,60610,414000,2,2.0,Near North Side,1250,,2002,39,331,446,Active,,,http://www.redfin.com/IL/Chicago/120-W-Oak-St-60610/unit-2D/home/12713798,MRED,10609831,N,Y,41.9007827,-87.6322495
MLS Listing,,Condo/Co-op,2843 N Ashland Ave #1,Chicago,IL,60657,489900,3,2.5,Lake View,2100,,2003,40,233,125,Active,,,http://www.redfin.com/IL/Chicago/2843-N-Ashland-Ave-60657/unit-1/home/12662728,MRED,10609465,N,Y,41.9337148,-87.6680627
MLS Listing,,Townhouse,7137 Golf Rd,Morton Grove,IL,60053,450000,3,3.5,Morton Grove,3100,,2002,40,145,140,Active,,,http://www.redfin.com/IL/Morton-Grove/7137-Golf-Rd-60053/home/12664431,MRED,10609397,N,Y,42.054878,-87.804953
MLS Listing,,Townhouse,3243 S Stewart Ave,Chicago,IL,60616,469000,3,3.0,Armour Square,2100,,2020,40,223,107,Active,,,http://www.redfin.com/IL/Chicago/3243-S-Stewart-Ave-60616/home/146951676,MRED,10608965,N,Y,41.8351098,-87.6356694
MLS Listing,,Condo/Co-op,1203 W Superior St Unit 3B,Chicago,IL,60642,629000,3,2.0,West Town,1500,,2019,40,419,128,Active,February-23-2020 12:00 PM,February-23-2020 02:00 PM,http://www.redfin.com/IL/Chicago/1203-W-Superior-St-60642/unit-3B/home/170273367,MRED,10608917,N,Y,41.8950207,-87.6577247
MLS Listing,,Single Family Residential,3443 W School St,Chicago,IL,60618,624900,4,3.5,Avondale,2700,3125,2007,42,231,,Active,,,http://www.redfin.com/IL/Chicago/3443-W-School-St-60618/home/13453966,MRED,10607983,N,Y,41.940815,-87.714286
MLS Listing,,Condo/Co-op,2949 N Ashland Ave Unit 1S,Chicago,IL,60657,465000,3,3.0,Lake View,2350,,2000,43,198,489,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/2949-N-Ashland-Ave-60657/unit-1S/home/12715822,MRED,10607671,N,Y,41.9357072,-87.6681896
MLS Listing,,Condo/Co-op,211 S Hamilton Ave #2,Chicago,IL,60612,449000,2,2.0,Near West Side,1500,,2019,43,299,175,Active,February-23-2020 11:00 AM,February-23-2020 12:30 PM,http://www.redfin.com/IL/Chicago/211-S-Hamilton-Ave-60612/unit-2/home/160839040,MRED,10607204,N,Y,41.8782869,-87.6799795
MLS Listing,,Condo/Co-op,3239 N RACINE Ave #3,Chicago,IL,60657,485000,2,2.0,Lake View,1300,,2000,44,373,166,Active,,,http://www.redfin.com/IL/Chicago/3239-N-Racine-Ave-60657/unit-3/home/12755244,MRED,10601410,N,Y,41.9410038,-87.6586327
MLS Listing,,Single Family Residential,9121 LINDER Ave,Skokie,IL,60077,629000,5,3.5,Skokie,3916,5963,2004,44,161,,Active,,,http://www.redfin.com/IL/Skokie/9121-Linder-Ave-60077/home/12671241,MRED,10606035,N,Y,42.0469809,-87.7637832
MLS Listing,,Townhouse,680 N PEORIA St Unit D,Chicago,IL,60642,650000,3,2.5,West Town,2650,2650,1996,44,245,150,Active,,,http://www.redfin.com/IL/Chicago/680-N-Peoria-St-60642/unit-D/home/14102647,MRED,10606015,N,Y,41.894575,-87.6504951
MLS Listing,,Condo/Co-op,2121 W Addison St #3,Chicago,IL,60618,650000,2,2.0,North Center,1500,,2019,45,433,148,Active,,,http://www.redfin.com/IL/Chicago/2121-W-Addison-St-60618/unit-3/home/169437443,MRED,10605735,N,Y,41.946596,-87.6818711
MLS Listing,,Condo/Co-op,2850 N Burling St #1,Chicago,IL,60657,549000,2,2.0,Lake View,1680,,1998,45,327,200,Active,,,http://www.redfin.com/IL/Chicago/2850-N-Burling-St-60657/unit-1/home/12792872,MRED,10605034,N,Y,41.9342495,-87.6480723
MLS Listing,,Townhouse,1742 W Diversey Pkwy #1,Chicago,IL,60614,625000,3,3.0,Lake View,2200,,2005,46,284,196,Active,,,http://www.redfin.com/IL/Chicago/1742-W-Diversey-Pkwy-60614/unit-1/home/12617653,MRED,10604092,N,Y,41.932624,-87.6724622
MLS Listing,,Condo/Co-op,2735 N Wilton Ave #1,Chicago,IL,60614,475000,3,2.0,Lincoln Park,1700,,2006,46,279,146,Active,,,http://www.redfin.com/IL/Chicago/2735-N-Wilton-Ave-60614/unit-1/home/18918292,MRED,10603636,N,Y,41.9319667,-87.6522495
MLS Listing,,Condo/Co-op,1255 N Paulina St #407,Chicago,IL,60622,612500,2,2.0,West Town,1445,,2020,47,424,429,Active,February-23-2020 12:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/1255-N-Paulina-St-60622/unit-407/home/148568786,MRED,10603191,N,Y,41.9049062,-87.6698312
MLS Listing,,Townhouse,456 E North Water St Unit D,Chicago,IL,60611,600000,3,3.0,Near North Side,2200,,1997,47,273,481,Active,,,http://www.redfin.com/IL/Chicago/456-E-North-Water-St-60611/unit-D/home/14095075,MRED,10602915,N,Y,41.889694,-87.6155689
MLS Listing,,Townhouse,8127 Floral Ave,Skokie,IL,60076,534000,3,3.0,Skokie,2500,,2019,47,214,150,Active,,,http://www.redfin.com/IL/Skokie/8127-Floral-Ave-60077/home/146989681,MRED,10602904,N,Y,42.0289009,-87.7556788
MLS Listing,,Single Family Residential,6223 W Gregory St,Chicago,IL,60630,525500,4,3.5,Jefferson Park,2700,3855,2019,47,195,,Active,,,http://www.redfin.com/IL/Chicago/6223-W-Gregory-St-60630/home/168617667,MRED,10602707,N,Y,41.9819295,-87.784452
MLS Listing,,Condo/Co-op,5300 N Lincoln Ave Unit 4D,Chicago,IL,60625,354900,3,2.0,Lincoln Square,1634,,2006,47,217,361,Active,,,http://www.redfin.com/IL/Chicago/5300-N-Lincoln-Ave-60625/unit-4D/home/26804645,MRED,10602566,N,Y,41.9779202,-87.6928952
MLS Listing,,Condo/Co-op,4627 N Beacon St Unit 1S,Chicago,IL,60640,529900,3,2.0,Uptown,1650,,2017,49,321,186,Active,February-23-2020 12:00 PM,February-23-2020 02:00 PM,http://www.redfin.com/IL/Chicago/4627-N-Beacon-St-60640/unit-1S/home/147904319,MRED,10601800,N,Y,41.96617,-87.663551
MLS Listing,,Townhouse,614 S Laflin St Unit F,Chicago,IL,60607,540000,3,2.5,Near West Side,2300,1160,1989,50,235,440,Active,,,http://www.redfin.com/IL/Chicago/614-S-Laflin-St-60607/unit-F/home/14089869,MRED,10601539,N,Y,41.8735576,-87.6647869
MLS Listing,,Townhouse,105 S EUCLID Ave Unit B,Oak Park,IL,60302,398000,3,3.0,Oak Park,2800,,1999,50,142,85,Active,,,http://www.redfin.com/IL/Oak-Park/105-S-Euclid-Ave-60302/unit-B/home/12770837,MRED,10601058,N,Y,41.886567,-87.793287
MLS Listing,,Condo/Co-op,1555 W PEARSON St Unit B,Chicago,IL,60642,569888,3,2.0,West Town,1451,,2007,50,393,269,Active,February-23-2020 01:00 PM,February-23-2020 02:30 PM,http://www.redfin.com/IL/Chicago/1555-W-Pearson-St-60642/unit-B/home/26812445,MRED,10601007,N,Y,41.897411,-87.666939
MLS Listing,,Single Family Residential,9246 NAGLE Ave,Morton Grove,IL,60053,649900,5,4.0,Morton Grove,2984,8319,1997,51,218,,Active,,,http://www.redfin.com/IL/Morton-Grove/9246-Nagle-Ave-60053/home/13618538,MRED,10600607,N,Y,42.0497791,-87.7875927
MLS Listing,,Condo/Co-op,1368 N MOHAWK St Unit 3S,Chicago,IL,60610,639000,3,2.0,Near North Side,1800,,2002,51,355,352,Active,,,http://www.redfin.com/IL/Chicago/1368-N-Mohawk-St-60610/unit-3S/home/12706780,MRED,10599931,N,Y,41.9074475,-87.642447
MLS Listing,,Townhouse,3757 N Clifton Ave #3,Chicago,IL,60613,590000,3,2.5,Lake View,2200,,1997,51,268,225,Active,,,http://www.redfin.com/IL/Chicago/3757-N-Clifton-Ave-60613/unit-3/home/12773672,MRED,10599919,N,Y,41.9506535,-87.6572132
MLS Listing,,Condo/Co-op,3828 N Racine Ave #3,Chicago,IL,60613,575000,2,2.0,Lake View,1300,,2019,51,442,160,Active,,,http://www.redfin.com/IL/Chicago/3828-N-Racine-Ave-60613/unit-3/home/146506947,MRED,10599873,N,Y,41.9519329,-87.6595339
MLS Listing,,Townhouse,831 W 14th Pl,Chicago,IL,60608,650000,4,2.5,Near West Side,2330,1350,2002,51,279,324,Active,,,http://www.redfin.com/IL/Chicago/831-W-14th-Pl-60608/home/12694823,MRED,10599863,N,Y,41.862174,-87.6479839
MLS Listing,,Condo/Co-op,5748 N Hermitage Ave #206,Chicago,IL,60660,520000,2,2.0,Edgewater,1514,,2019,54,343,225,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/5748-N-Hermitage-Ave-60660/unit-206/home/160304006,MRED,10598971,N,Y,41.9862354,-87.6733018
MLS Listing,,Condo/Co-op,2358 N Damen Ave Unit A1,Chicago,IL,60647,439000,3,2.0,Logan Square,1326,,2006,55,331,180,Active,,,http://www.redfin.com/IL/Chicago/2358-N-Damen-Ave-60647/unit-A1/home/26809607,MRED,10598590,N,Y,41.9244881,-87.6782069
MLS Listing,,Single Family Residential,3312 S Damen Ave,Chicago,IL,60608,549000,4,3.5,McKinley Park,3000,3118,2018,57,183,,Active,,,http://www.redfin.com/IL/Chicago/3312-S-Damen-Ave-60608/home/146350353,MRED,10598076,N,Y,41.8335899,-87.6756384
MLS Listing,,Single Family Residential,4438 Main St,Skokie,IL,60076,650000,5,4.0,Skokie,4013,7500,2003,57,162,,Active,,,http://www.redfin.com/IL/Skokie/4438-Main-St-60076/home/13611902,MRED,10520455,N,Y,42.0338402,-87.7391533
MLS Listing,,Condo/Co-op,3510 S Seeley Ave #4,Chicago,IL,60609,379000,3,2.5,McKinley Park,,1057,2006,60,,45,Active,,,http://www.redfin.com/IL/Chicago/3510-S-Seeley-Ave-60609/unit-4/home/21802232,MRED,10597263,N,Y,41.8300323,-87.6768785
MLS Listing,,Townhouse,2637 S Throop St Unit T2,Chicago,IL,60608,459000,3,2.5,Bridgeport,2000,1000,2020,67,230,120,Active,,,http://www.redfin.com/IL/Chicago/2637-S-Throop-St-60608/unit-T2/home/160499780,MRED,10594273,N,Y,41.8450927,-87.6552046
MLS Listing,,Townhouse,8123 Floral Ave,Skokie,IL,60076,534000,3,3.0,Skokie,2500,,2019,71,214,150,Active,,,http://www.redfin.com/IL/Skokie/8123-Floral-Ave-60077/home/162210702,MRED,10592008,N,Y,42.0288382,-87.7556543
MLS Listing,,Condo/Co-op,2435 W Augusta Blvd #1,Chicago,IL,60622,575000,4,3.0,West Town,2500,,2011,72,230,175,Active,February-23-2020 11:00 AM,February-23-2020 01:00 PM,http://www.redfin.com/IL/Chicago/2435-W-Augusta-Blvd-60622/unit-1/home/13287403,MRED,10591628,N,Y,41.8991577,-87.6883246
MLS Listing,,Townhouse,727 S Ashland Ave Unit B,Chicago,IL,60607,450000,3,2.5,Near West Side,1750,,1989,74,257,438,Active,,,http://www.redfin.com/IL/Chicago/727-S-Ashland-Ave-60607/unit-B/home/14089906,MRED,10590127,N,Y,41.87258,-87.666075
MLS Listing,,Single Family Residential,7211 N Keystone Ave,Lincolnwood,IL,60712,539900,5,4.5,Lincolnwood,,7380,1984,75,,,Active,,,http://www.redfin.com/IL/Lincolnwood/7211-N-Keystone-Ave-60712/home/13598299,MRED,10589592,N,Y,42.012277,-87.729417
MLS Listing,,Single Family Residential,6438 W Dakin St,Chicago,IL,60634,624900,4,5.0,Dunning,3420,4477,2019,78,183,,Active,,,http://www.redfin.com/IL/Chicago/6438-W-Dakin-St-60634/home/170022922,MRED,10587944,N,Y,41.9518955,-87.7880657
MLS Listing,,Single Family Residential,4620 N Keystone Ave,Chicago,IL,60630,629000,4,3.5,Albany Park,4600,3981,2006,78,137,,Active,,,http://www.redfin.com/IL/Chicago/4620-N-Keystone-Ave-60630/home/12959146,MRED,10587734,N,Y,41.9647058,-87.7294565
MLS Listing,,Condo/Co-op,522 N Western Ave #303,Chicago,IL,60612,550000,3,2.0,West Town,1700,,2019,79,324,285,Active,,,http://www.redfin.com/IL/Chicago/522-N-Western-Ave-60612/unit-303/home/169272214,MRED,10587325,N,Y,41.8914512,-87.686898
MLS Listing,,Condo/Co-op,522 N Western Ave #402,Chicago,IL,60612,639000,3,2.0,West Town,1640,,2019,79,390,285,Active,,,http://www.redfin.com/IL/Chicago/522-N-Western-Ave-60612/unit-402/home/168684302,MRED,10587078,N,Y,41.8914512,-87.686898
MLS Listing,,Condo/Co-op,2735 N Kenmore Ave Unit 3N,Chicago,IL,60614,499900,2,2.0,Lincoln Park,1800,,2000,81,278,198,Active,,,http://www.redfin.com/IL/Chicago/2735-N-Kenmore-Ave-60614/unit-3N/home/13363355,MRED,10585486,N,Y,41.9309804,-87.6548926
MLS Listing,,Condo/Co-op,2245 W Irving Park Rd #4,Chicago,IL,60618,594000,3,2.0,North Center,1800,,2007,81,330,474,Active,,,http://www.redfin.com/IL/Chicago/2245-W-Irving-Park-Rd-60618/unit-4/home/113435193,MRED,10585105,N,Y,41.953829,-87.6854056
MLS Listing,,Single Family Residential,6332 W School St,Chicago,IL,60634,523900,5,3.5,Dunning,3182,7440,1992,81,165,,Active,,,http://www.redfin.com/IL/Chicago/6332-W-School-St-60634/home/13464725,MRED,10585058,N,Y,41.9403682,-87.7849048
MLS Listing,,Townhouse,1505 W Fuller St Unit B,Chicago,IL,60608,545000,3,3.5,Bridgeport,2000,1050,2019,82,273,250,Active,,,http://www.redfin.com/IL/Chicago/1505-W-Fuller-St-60608/unit-B/home/169999565,MRED,10584771,N,Y,41.8423423,-87.6631939
